transaction_id,transaction_timestamp,transaction_hour,transaction_day_of_week,amount,transaction_type,customer_id,customer_age,account_age_days,customer_region,income_level,transaction_velocity_1h,transaction_velocity_24h,avg_transaction_amount_7d,deviation_from_avg_amount,is_international,merchant_risk_score,device_type,is_new_device,previous_fraud_count,is_night_transaction,high_amount_flag,fraud,true_risk_score
TXN0004798,25/04/2024 1:22,1,Thursday,41.14,transfer,CUST005096,26,2589,South,medium,1,3,45.67,-4.53,0,0.246,mobile,0,0,1,0,0,0.1748
TXN0004799,26/02/2024 2:42,2,Monday,187.89,POS,CUST005395,28,3262,North,medium,2,8,85.56,102.33,1,0.46,mobile,0,0,1,0,0,0.4105
TXN0004800,19/03/2024 6:18,6,Tuesday,58.21,POS,CUST004729,19,4226,South,low,0,5,77.83,-19.62,0,0.698,mobile,0,0,0,0,0,0.0127
TXN0004801,03/05/2024 15:27,15,Friday,57.85,online,CUST000130,31,2258,Central,medium,0,4,68.62,-10.77,0,0.499,mobile,1,0,0,0,0,0.1508
TXN0004802,29/01/2024 7:48,7,Monday,172.09,ATM,CUST005706,25,3727,West,medium,3,6,22.6,149.49,0,0.187,desktop,0,0,0,0,0,0.0268
TXN0004803,01/01/2024 9:44,9,Monday,161.91,POS,CUST000992,25,4154,North,medium,0,7,137.14,24.77,0,0.048,unknown,0,0,0,0,0,0.0193
TXN0004804,06/03/2024 1:26,1,Wednesday,30.78,POS,CUST005681,18,1231,South,low,1,3,43.63,-12.85,0,0.016,mobile,0,1,1,0,0,0.3377
TXN0004805,07/03/2024 11:42,11,Thursday,65.1,online,CUST001949,26,4663,Central,low,1,5,60.13,4.97,0,0.205,mobile,0,0,0,0,0,0.0097
TXN0004806,04/05/2024 10:10,10,Saturday,195.79,POS,CUST000265,44,3352,North,low,1,2,124.95,70.84,0,0.518,unknown,0,0,0,0,0,0
TXN0004807,19/06/2024 21:18,21,Wednesday,52.22,ATM,CUST001586,18,2543,South,high,2,3,181.16,-128.94,0,0.08,mobile,0,0,0,0,0,0.0201
TXN0004808,04/04/2024 11:23,11,Thursday,17.51,online,CUST003282,57,1696,South,medium,1,4,287.76,-270.25,1,0.239,mobile,0,0,0,0,0,0.3003
TXN0004809,03/02/2024 8:34,8,Saturday,32.74,POS,CUST005370,34,1347,East,medium,2,5,20.3,12.44,0,0.295,mobile,0,0,0,0,0,0
TXN0004810,12/02/2024 16:19,16,Monday,67.16,online,CUST002723,39,2970,North,medium,2,4,78.53,-11.37,0,0.183,desktop,0,0,0,0,0,0.0038
TXN0004811,31/01/2024 18:14,18,Wednesday,46.02,POS,CUST005107,18,4659,East,medium,1,8,76.94,-30.92,0,0.274,mobile,0,0,0,0,0,0.0218
TXN0004812,13/03/2024 15:42,15,Wednesday,51.96,online,CUST001643,18,2970,North,low,1,4,39.02,12.94,0,0.136,mobile,0,0,0,0,0,0
TXN0004813,30/05/2024 19:15,19,Thursday,141.09,POS,CUST002399,33,1226,South,medium,1,6,26.63,114.46,1,0.062,desktop,0,0,0,0,0,0.2325
TXN0004814,14/02/2024 22:00,22,Wednesday,54.13,POS,CUST002799,42,4338,Central,low,1,4,52.04,2.09,0,0.33,mobile,0,0,0,0,0,0
TXN0004815,05/01/2024 20:02,20,Friday,158.33,online,CUST001364,31,3549,South,high,0,5,91.41,66.92,0,0.279,mobile,0,0,0,0,0,0.0309
TXN0004816,15/01/2024 4:38,4,Monday,203.61,transfer,CUST004861,41,2321,North,medium,3,5,83.11,120.5,0,0.196,mobile,1,0,1,0,0,0.3785
TXN0004817,15/06/2024 8:41,8,Saturday,14,POS,CUST002627,56,2535,East,medium,0,3,34.69,-20.69,0,0.385,mobile,0,0,0,0,0,0
TXN0004818,18/05/2024 23:04,23,Saturday,64.12,POS,CUST002383,28,3782,Central,high,1,3,7.84,56.28,0,0.554,desktop,0,0,1,0,0,0.2211
TXN0004819,04/01/2024 19:32,19,Thursday,20.51,online,CUST002114,18,718,West,medium,0,5,13.95,6.56,0,0.293,mobile,0,0,0,0,0,0
TXN0004820,01/04/2024 22:27,22,Monday,21.37,online,CUST001207,48,4747,West,medium,2,3,42.38,-21.01,0,0.506,desktop,0,0,0,0,0,0.0387
TXN0004821,02/02/2024 3:11,3,Friday,99.35,POS,CUST001352,45,4825,West,medium,6,9,197.12,-97.77,0,0.414,desktop,0,0,1,0,0,0.3891
TXN0004822,17/01/2024 1:14,1,Wednesday,88.03,online,CUST004665,43,2583,West,medium,1,8,65.91,22.12,0,0.202,mobile,0,0,1,0,0,0.1709
TXN0004823,14/01/2024 13:15,13,Sunday,55.01,POS,CUST001494,37,2409,Central,medium,3,7,75.95,-20.94,0,0.563,mobile,0,0,0,0,0,0.0121
TXN0004824,30/05/2024 14:23,14,Thursday,40.48,online,CUST005615,,764,North,medium,0,9,100.27,-59.79,0,0.061,mobile,0,0,0,0,0,0
TXN0004825,02/01/2024 23:27,23,Tuesday,461.18,transfer,CUST003039,47,48,South,low,3,7,44.1,417.08,0,0.132,desktop,0,0,1,0,0,0.3668
TXN0004826,04/06/2024 14:55,14,Tuesday,28.2,online,CUST003632,18,2740,North,low,1,3,38.64,-10.44,0,0.503,unknown,0,0,0,0,0,0
TXN0004827,10/04/2024 14:41,14,Wednesday,141.03,online,CUST002973,53,3282,East,medium,2,6,30.88,110.15,0,0.219,desktop,0,0,0,0,0,0
TXN0004828,15/03/2024 2:44,2,Friday,69.67,online,CUST004607,28,4309,East,low,2,7,19.39,50.28,0,0.233,mobile,0,0,1,0,0,0.198
TXN0004829,25/05/2024 20:18,20,Saturday,17.54,online,CUST005316,30,4527,West,high,2,6,164.65,-147.11,0,0.313,mobile,0,0,0,0,0,0
TXN0004830,26/06/2024 20:34,20,Wednesday,113.65,POS,CUST003443,27,4650,North,medium,1,7,132.22,-18.57,0,0.29,mobile,1,0,0,0,0,0.1468
TXN0004831,05/05/2024 6:49,6,Sunday,49.03,POS,CUST000917,38,2701,West,medium,2,6,747.54,-698.51,0,0.332,mobile,0,1,0,0,0,0.1838
TXN0004832,02/05/2024 4:06,4,Thursday,52.31,online,CUST002959,57,2135,East,medium,5,5,89.31,-37,0,0.369,mobile,0,0,1,0,0,0.4002
TXN0004833,07/01/2024 12:59,12,Sunday,110.49,POS,CUST003218,30,2144,North,high,4,7,102.4,8.09,0,0.386,mobile,0,1,0,0,0,0.2988
TXN0004834,16/03/2024 0:37,0,Saturday,1057.52,ATM,CUST000821,18,3994,South,high,0,3,39.71,1017.81,0,0.107,mobile,0,0,1,1,0,0.5466
TXN0004835,17/02/2024 21:03,21,Saturday,212,POS,CUST000788,39,4259,East,medium,1,2,96.23,115.77,0,0.327,desktop,0,0,0,0,0,0
TXN0004836,26/03/2024 8:18,8,Tuesday,16.28,POS,CUST004453,18,3276,West,medium,1,7,145.04,-128.76,0,0.161,mobile,1,0,0,0,0,0.1878
TXN0004837,22/02/2024 6:00,6,Thursday,442.07,online,CUST002095,44,892,South,medium,4,4,129.76,312.31,0,0.527,unknown,0,0,0,0,0,0.2076
TXN0004838,21/05/2024 12:54,12,Tuesday,86.99,online,CUST002260,39,2047,West,medium,4,4,55.58,31.41,0,0.421,mobile,0,0,0,0,0,0.2118
TXN0004839,04/01/2024 18:15,18,Thursday,17.87,online,CUST001237,26,653,East,medium,2,9,30.28,-12.41,0,0.296,desktop,1,0,0,0,0,0.1688
TXN0004840,09/04/2024 9:39,9,Tuesday,34.4,online,CUST004909,44,3113,Central,medium,1,14,60.07,-25.67,0,0.107,mobile,1,2,0,0,0,0.2503
TXN0004841,28/04/2024 0:54,0,Sunday,107.02,online,CUST000926,52,1263,Central,low,1,2,44.73,62.29,0,0.268,mobile,0,0,1,0,0,0.2164
TXN0004842,04/06/2024 11:20,11,Tuesday,187.85,online,CUST005705,46,1796,South,low,0,4,32.39,155.46,0,0.31,mobile,0,1,0,0,0,0.1261
TXN0004843,19/05/2024 18:15,18,Sunday,310.17,online,CUST005731,35,2251,South,medium,0,5,63.88,246.29,0,0.062,mobile,0,0,0,0,0,0
TXN0004844,18/01/2024 6:14,6,Thursday,38.74,online,CUST000105,30,3193,Central,low,2,8,151.64,-112.9,0,0.239,mobile,0,0,0,0,0,0
TXN0004845,08/04/2024 16:36,16,Monday,99.57,POS,CUST005636,66,888,South,medium,1,8,4.59,94.98,0,0.373,desktop,0,0,0,0,0,0.0236
TXN0004846,15/06/2024 6:05,6,Saturday,159,online,CUST005558,31,3002,Central,low,1,5,116.28,42.72,0,0.587,mobile,0,0,0,0,0,0
TXN0004847,23/05/2024 21:34,21,Thursday,196.31,online,CUST002975,34,3876,East,medium,2,4,67.92,128.39,0,,mobile,0,0,0,0,0,0
TXN0004848,22/02/2024 13:11,13,Thursday,371.85,POS,CUST002739,36,4255,West,high,3,3,41.81,330.04,1,0.199,unknown,0,0,0,0,0,0.2958
TXN0004849,08/02/2024 14:20,14,Thursday,36.13,POS,CUST001884,52,1065,East,high,1,5,26.82,9.31,0,0.59,mobile,0,0,0,0,0,0.0052
TXN0004850,01/03/2024 13:43,13,Friday,112.66,online,CUST002395,36,2227,West,low,2,8,97.43,15.23,0,0.034,desktop,0,0,0,0,0,0
TXN0004851,15/04/2024 2:59,2,Monday,199.73,POS,CUST005835,43,3078,Central,medium,2,7,23.28,176.45,0,0.29,mobile,0,0,1,0,0,0.1914
TXN0004852,29/04/2024 7:39,7,Monday,14.73,online,CUST000959,45,1075,Central,medium,3,5,126.82,-112.09,1,0.376,mobile,0,0,0,0,0,0.234
TXN0004853,14/03/2024 17:44,17,Thursday,702.6,ATM,CUST002393,33,4176,East,high,3,4,142.76,559.84,0,0.151,desktop,0,0,0,1,0,0.4032
TXN0004854,08/04/2024 21:36,21,Monday,188.5,POS,CUST005398,53,3332,East,low,4,5,180.3,8.2,1,0.012,mobile,0,0,0,0,0,0.3931
TXN0004855,11/03/2024 18:00,18,Monday,110.19,POS,CUST002155,47,1130,Central,low,2,6,196.84,-86.65,0,0.345,desktop,0,0,0,0,0,0.0102
TXN0004856,30/03/2024 21:49,21,Saturday,38.1,online,CUST005402,34,919,West,medium,1,8,69.92,-31.82,0,0.193,mobile,0,0,0,0,0,0.042
TXN0004857,25/01/2024 14:40,14,Thursday,332.12,online,CUST000836,63,2737,East,high,1,4,139.5,192.62,0,0.37,desktop,1,0,0,0,0,0.1617
TXN0004858,05/05/2024 15:57,15,Sunday,124.76,POS,CUST002078,43,348,West,medium,2,6,39.26,85.5,0,0.237,mobile,1,0,0,0,0,0.1753
TXN0004859,20/06/2024 16:52,16,Thursday,116.21,online,CUST004931,41,2266,West,medium,1,4,61.88,54.33,0,0.239,mobile,0,0,0,0,0,0.01
TXN0004860,18/01/2024 14:29,14,Thursday,45.79,POS,CUST005693,21,1822,West,medium,0,3,47.76,-1.97,0,0.419,unknown,0,0,0,0,0,0
TXN0004861,10/05/2024 1:13,1,Friday,126.12,online,CUST000422,40,3329,South,low,1,7,62.11,64.01,0,0.459,desktop,0,0,1,0,0,0.2041
TXN0004862,04/05/2024 13:00,13,Saturday,1035.79,POS,CUST004767,40,3329,Central,medium,1,3,90.03,945.76,0,0.453,mobile,0,0,0,1,0,0.382
TXN0004863,16/03/2024 21:46,21,Saturday,31.43,online,CUST001934,26,478,Central,low,3,2,54.37,-22.94,0,0.404,mobile,0,0,0,0,0,0.0037
TXN0004864,08/06/2024 0:44,0,Saturday,3.78,ATM,CUST005085,38,3665,East,high,2,4,350.77,-346.99,0,0.555,mobile,0,0,1,0,0,0.189
TXN0004865,07/05/2024 5:48,5,Tuesday,46.25,online,CUST000886,30,1917,East,low,2,10,284.17,-237.92,1,0.255,mobile,0,0,1,0,0,0.4048
TXN0004866,23/02/2024 8:36,8,Friday,40.84,transfer,CUST001164,63,1110,East,low,0,5,21.92,18.92,0,0.207,unknown,0,1,0,0,0,0.1586
TXN0004867,07/01/2024 4:28,4,Sunday,103.61,transfer,CUST001986,41,1497,West,medium,2,4,10.87,92.74,0,0.41,mobile,0,0,1,0,0,0.2023
TXN0004868,28/01/2024 23:47,23,Sunday,74.14,online,CUST005273,45,4265,East,low,0,9,,19.24,1,0.786,desktop,1,0,1,0,0,0.784
TXN0004869,02/04/2024 19:00,19,Tuesday,423.72,POS,CUST001047,55,4083,Central,high,2,8,,338.81,0,0.206,mobile,0,0,0,0,0,0.0303
TXN0004870,09/03/2024 14:02,14,Saturday,42.7,ATM,CUST002560,30,2882,West,medium,1,5,538.33,-495.63,0,0.122,unknown,0,0,0,0,0,0.0122
TXN0004871,03/02/2024 1:47,1,Saturday,134.35,online,CUST000312,,4904,South,low,0,3,99,35.35,0,0.152,desktop,0,0,1,0,0,0.2236
TXN0004872,13/04/2024 7:50,7,Saturday,198.89,POS,CUST001509,68,984,West,high,1,2,40.2,158.69,0,0.693,desktop,0,0,0,0,0,0.0399
TXN0004873,01/04/2024 19:39,19,Monday,495.54,transfer,CUST004395,52,1415,East,low,2,4,38.44,457.1,0,0.343,mobile,1,0,0,0,0,0.3021
TXN0004874,13/02/2024 3:23,3,Tuesday,84.34,POS,CUST000027,54,1718,South,medium,1,6,113.81,-29.47,0,0.183,mobile,0,0,1,0,0,0.1934
TXN0004875,02/06/2024 20:42,20,Sunday,127.24,online,CUST005775,44,684,Central,medium,1,4,60.29,66.95,0,0.05,desktop,0,0,0,0,0,0.0124
TXN0004876,05/04/2024 0:27,0,Friday,48.49,POS,CUST000363,42,2242,East,medium,2,3,114.57,-66.08,0,0.604,mobile,0,0,1,0,0,0.2258
TXN0004877,11/06/2024 19:24,19,Tuesday,203.23,POS,CUST004495,39,4725,Central,low,1,7,205.45,-2.22,0,0.034,mobile,0,0,0,0,0,0.0196
TXN0004878,27/01/2024 10:57,10,Saturday,273.01,online,CUST004968,45,4543,East,low,1,3,40.36,232.65,0,0.517,mobile,0,0,0,0,0,0.0493
TXN0004879,22/05/2024 2:02,2,Wednesday,181.22,online,CUST000439,26,1818,North,low,1,4,243.22,-62,0,0.084,mobile,0,0,1,0,0,0.203
TXN0004880,01/05/2024 7:02,7,Wednesday,165.33,online,CUST000308,45,2964,West,low,2,4,48.08,117.25,1,0.434,mobile,0,0,0,0,0,0.2229
TXN0004881,25/01/2024 13:00,13,Thursday,26.59,online,CUST005459,36,3502,Central,medium,1,8,95.13,-68.54,0,0.153,mobile,0,0,0,0,0,0.0158
TXN0004882,05/06/2024 12:40,12,Wednesday,251.96,transfer,CUST001020,50,30,East,medium,2,5,37.96,214,0,0.532,mobile,0,0,0,0,0,0
TXN0004883,20/02/2024 9:10,9,Tuesday,168.53,ATM,CUST002714,39,3989,South,medium,0,3,33.94,134.59,0,0.411,mobile,0,0,0,0,0,0
TXN0004884,01/02/2024 4:19,4,Thursday,691.58,online,CUST001479,,3175,East,medium,1,2,8.31,683.27,0,0.29,desktop,0,0,1,1,0,0.57
TXN0004885,03/05/2024 9:11,9,Friday,29.92,online,CUST001770,54,62,North,low,0,3,145.52,-115.6,0,0.373,mobile,0,0,0,0,0,0
TXN0004886,25/01/2024 20:13,20,Thursday,85.92,POS,CUST003073,37,3672,West,low,4,7,44.77,41.15,0,0.404,mobile,0,0,0,0,0,0.1601
TXN0004887,18/06/2024 8:09,8,Tuesday,231.78,online,CUST003776,37,2810,Central,medium,1,6,115.89,115.89,0,0.576,mobile,0,2,0,0,0,0.1162
TXN0004888,03/03/2024 22:31,22,Sunday,13.67,POS,CUST004835,41,4308,South,medium,2,2,256.7,-243.03,0,0.32,mobile,0,0,0,0,0,0.0258
TXN0004889,03/03/2024 3:04,3,Sunday,294.26,online,CUST000143,20,4404,Central,high,2,3,78.54,215.72,0,0.514,desktop,0,0,1,0,0,0.1741
TXN0004890,09/01/2024 9:09,9,Tuesday,174.39,online,CUST002516,45,2439,East,medium,1,8,98.2,76.19,0,0.218,desktop,0,0,0,0,0,0.004
TXN0004891,15/04/2024 19:28,19,Monday,109.25,online,CUST003802,32,3457,Central,low,1,4,116.08,-6.83,0,0.249,mobile,0,0,0,0,0,0.0544
TXN0004892,14/02/2024 10:48,10,Wednesday,94.88,online,CUST000003,30,1492,South,medium,2,4,19.8,75.08,0,0.208,desktop,0,0,0,0,0,0.0336
TXN0004893,19/04/2024 15:52,15,Friday,25.22,online,CUST004653,72,3928,North,high,1,4,26.01,-0.79,0,0.356,mobile,0,0,0,0,0,0
TXN0004894,25/04/2024 16:00,16,Thursday,255.1,POS,CUST004749,33,4233,East,low,0,5,101.23,153.87,0,0.154,mobile,0,0,0,0,0,0
TXN0004895,11/02/2024 4:40,4,Sunday,23.19,POS,CUST000676,18,1835,East,low,5,3,210.28,-187.09,0,0.178,mobile,0,0,1,0,0,0.3341
TXN0004896,23/04/2024 9:02,9,Tuesday,32.4,POS,CUST000642,,3425,South,medium,0,4,129.29,-96.89,0,0.12,desktop,0,0,0,0,0,0.0604
TXN0004897,15/05/2024 5:36,5,Wednesday,82,POS,CUST000411,25,3673,Central,low,1,6,305.98,-223.98,0,0.422,unknown,0,0,1,0,0,0.2011
TXN0004898,26/03/2024 20:59,20,Tuesday,524.42,online,CUST002018,27,2256,North,medium,0,6,52.73,471.69,0,0.466,unknown,1,0,0,1,0,0.5209
TXN0004899,29/04/2024 9:21,9,Monday,114.66,online,CUST001384,50,799,West,medium,1,6,145.16,-30.5,0,0.505,mobile,0,0,0,0,0,0.0433
TXN0004900,24/04/2024 0:21,0,Wednesday,177.02,POS,CUST000640,33,3460,East,medium,0,2,102.8,74.22,0,0.349,desktop,0,0,1,0,0,0.1867
TXN0004901,15/04/2024 4:38,4,Monday,11.64,online,CUST001064,71,2453,West,medium,0,4,29.46,-17.82,0,0.317,mobile,0,0,1,0,0,0.1968
TXN0004902,12/02/2024 11:18,11,Monday,334.28,online,CUST005634,68,3606,East,medium,3,2,62.36,271.92,0,0.12,desktop,0,0,0,0,0,0
TXN0004903,28/04/2024 14:39,14,Sunday,163.39,POS,CUST005885,23,2975,Central,high,0,4,54.4,108.99,0,0.387,mobile,0,0,0,0,0,0
TXN0004904,09/01/2024 20:53,20,Tuesday,17.83,POS,CUST004016,35,3689,Central,low,0,5,54.14,-36.31,0,0.423,mobile,0,0,0,0,0,0.0077
TXN0004905,04/01/2024 8:07,8,Thursday,30.67,POS,CUST001909,25,3917,East,low,1,5,163.24,-132.57,1,0.048,desktop,0,1,0,0,0,0.326
TXN0004906,14/03/2024 12:07,12,Thursday,58.55,transfer,CUST005285,37,1788,South,low,1,4,43.85,14.7,0,,mobile,0,0,0,0,0,0.0005
TXN0004907,04/01/2024 11:12,11,Thursday,81.08,online,CUST003321,47,537,East,low,2,8,47.13,33.95,0,0.131,unknown,0,0,0,0,0,0.0896
TXN0004908,13/04/2024 16:40,16,Saturday,25.7,POS,CUST004289,32,2372,East,low,2,10,115.43,-89.73,0,0.167,mobile,0,0,0,0,0,0.0041
TXN0004909,05/05/2024 1:39,1,Sunday,90.82,transfer,CUST000370,36,1384,South,low,1,4,63.11,27.71,0,0.183,mobile,0,0,1,0,0,0.2284
TXN0004910,21/01/2024 21:39,21,Sunday,591.45,POS,CUST005828,31,3654,West,low,1,5,67.77,523.68,0,0.198,mobile,0,0,0,1,0,0.3378
TXN0004911,26/02/2024 19:10,19,Monday,158.05,POS,CUST001841,41,3725,South,low,1,5,142.36,15.69,0,0.281,mobile,0,0,0,0,0,0
TXN0004912,13/04/2024 2:39,2,Saturday,59.46,online,CUST001828,30,2387,West,low,3,4,71.36,-11.9,0,0.405,unknown,0,0,1,0,0,0.1732
TXN0004913,21/03/2024 16:59,16,Thursday,46.36,POS,CUST002863,41,2720,East,low,1,11,93.91,-47.55,0,0.248,mobile,0,0,0,0,0,0.0001
TXN0004914,15/04/2024 22:32,22,Monday,8662.6,POS,CUST003640,36,4534,South,low,1,7,112.65,8549.95,0,0.228,unknown,0,1,0,1,0,0.5215
TXN0004915,21/03/2024 2:06,2,Thursday,82.23,transfer,CUST005613,40,411,North,low,0,7,74.15,8.08,0,0.276,desktop,0,0,1,0,0,0.2001
TXN0004916,31/03/2024 11:27,11,Sunday,263.44,POS,CUST003516,39,3361,West,high,3,6,60.38,203.06,0,0.218,desktop,1,0,0,0,0,0.1315
TXN0004917,01/04/2024 1:45,1,Monday,419.53,POS,CUST001837,18,3350,North,low,0,3,48.89,370.64,0,0.175,mobile,0,0,1,0,0,0.1489
TXN0004918,12/01/2024 10:19,10,Friday,609.87,online,CUST005159,18,3077,South,medium,1,8,308.98,300.89,0,0.32,mobile,1,0,0,1,0,0.3243
TXN0004919,28/03/2024 2:25,2,Thursday,1251.57,ATM,CUST002306,54,405,South,low,4,5,360.04,891.53,0,0.215,mobile,0,0,1,1,0,0.7499
TXN0004920,25/06/2024 21:47,21,Tuesday,28.32,transfer,CUST003602,26,1139,South,low,2,4,56.13,-27.81,0,0.383,desktop,0,1,0,0,0,0.1056
TXN0004921,08/05/2024 20:42,20,Wednesday,126.08,online,CUST003189,30,1238,Central,low,0,7,44.95,81.13,0,0.658,desktop,0,0,0,0,0,0.0098
TXN0004922,16/04/2024 6:45,6,Tuesday,58.05,POS,CUST000160,40,857,West,medium,2,4,52.34,5.71,0,0.41,mobile,0,0,0,0,0,0.0719
TXN0004923,22/03/2024 10:41,10,Friday,622.12,POS,CUST002216,51,390,North,high,1,5,48.99,573.13,0,0.074,mobile,0,0,0,1,0,0.3894
TXN0004924,31/05/2024 15:04,15,Friday,73.05,POS,CUST001529,33,1277,South,medium,2,1,586.11,-513.06,0,0.397,mobile,0,0,0,0,0,0
TXN0004925,06/05/2024 21:47,21,Monday,46.18,POS,CUST005113,47,3642,South,low,0,4,90.96,-44.78,1,0.32,mobile,0,0,0,0,0,0.2553
TXN0004926,30/01/2024 21:30,21,Tuesday,37.33,online,CUST004813,46,3569,South,high,2,5,75.91,-38.58,1,0.379,mobile,1,0,0,0,0,0.4092
TXN0004927,27/05/2024 19:55,19,Monday,70.18,transfer,CUST003986,38,716,East,low,2,3,55.36,14.82,0,0.381,unknown,0,0,0,0,0,0.0152
TXN0004928,28/05/2024 20:14,20,Tuesday,31.05,online,CUST001527,39,1660,West,medium,0,4,130.26,-99.21,0,0.255,mobile,0,0,0,0,0,0.0035
TXN0004929,03/03/2024 0:12,0,Sunday,369.69,transfer,CUST005263,34,3209,South,medium,2,3,48.35,321.34,0,0.338,mobile,0,1,1,0,0,0.3258
TXN0004930,20/02/2024 18:05,18,Tuesday,456.51,POS,CUST004729,34,2569,South,low,5,6,88.63,367.88,0,0.006,mobile,0,0,0,0,0,0.2206
TXN0004931,28/01/2024 12:47,12,Sunday,74.02,transfer,CUST001670,55,4929,North,medium,0,2,42.98,31.04,1,0.271,desktop,1,0,0,0,0,0.3805
TXN0004932,07/01/2024 9:22,9,Sunday,210.61,POS,CUST005615,43,100,South,high,2,6,67.35,143.26,0,0.599,mobile,0,0,0,0,0,0.0558
TXN0004933,21/03/2024 5:49,5,Thursday,53.45,online,CUST003930,38,2449,North,low,1,2,74.63,-21.18,0,0.353,mobile,0,0,1,0,0,0.1768
TXN0004934,21/05/2024 14:53,14,Tuesday,29.19,online,CUST000091,49,4677,West,high,1,7,98.37,-69.18,0,0.473,mobile,1,0,0,0,0,0.1616
TXN0004935,28/01/2024 12:58,12,Sunday,32,ATM,CUST005224,28,322,West,medium,2,5,175.4,-143.4,0,0.059,unknown,0,1,0,0,0,0.1743
TXN0004936,20/04/2024 9:57,9,Saturday,386.81,POS,CUST001567,49,313,North,medium,3,6,50.52,336.29,0,0.112,mobile,0,0,0,0,0,0
TXN0004937,19/06/2024 21:54,21,Wednesday,78.6,online,CUST000037,53,3858,West,low,0,1,40.67,37.93,0,0.38,mobile,0,0,0,0,0,0.0213
TXN0004938,20/01/2024 13:56,13,Saturday,62.4,POS,CUST000646,35,516,North,low,3,2,54.73,7.67,0,0.167,mobile,0,0,0,0,0,0.0477
TXN0004939,25/05/2024 14:58,14,Saturday,93.26,transfer,CUST000925,26,4651,West,low,1,6,44.99,48.27,0,,mobile,0,0,0,0,0,0.0343
TXN0004940,24/02/2024 13:50,13,Saturday,233.58,online,CUST003345,33,4655,West,low,1,6,220.69,12.89,0,0.44,mobile,0,0,0,0,0,0.0066
TXN0004941,16/06/2024 22:35,22,Sunday,246.83,POS,CUST003631,18,1703,East,high,0,5,51.97,194.86,1,0.099,unknown,0,0,0,0,0,0.203
TXN0004942,05/04/2024 23:40,23,Friday,30.66,online,CUST000731,23,1752,North,low,3,6,64.25,-33.59,0,0.095,mobile,0,0,1,0,0,0.1722
TXN0004943,03/05/2024 8:39,8,Friday,366.37,online,CUST002588,31,205,East,medium,2,4,140.1,226.27,0,0.344,desktop,0,0,0,0,0,0.0565
TXN0004944,23/03/2024 20:13,20,Saturday,178.94,POS,CUST004658,42,1246,South,high,2,8,39.28,139.66,0,0.324,mobile,0,0,0,0,0,0
TXN0004945,12/06/2024 5:39,5,Wednesday,86.92,POS,CUST003378,18,2960,East,medium,2,3,104.36,-17.44,0,0.225,mobile,0,0,1,0,0,0.199
TXN0004946,14/05/2024 21:16,21,Tuesday,36.5,online,CUST003106,36,1168,East,medium,0,2,70.19,-33.69,0,0.493,mobile,0,0,0,0,0,0
TXN0004947,04/03/2024 23:14,23,Monday,29.91,online,CUST004131,33,3514,South,high,0,3,91.05,-61.14,0,0.265,desktop,0,0,1,0,0,0.1695
TXN0004948,03/05/2024 6:04,6,Friday,48,POS,CUST000779,41,2445,Central,low,1,4,220.27,-172.27,0,0.205,unknown,0,0,0,0,0,0.0048
TXN0004949,29/01/2024 23:19,23,Monday,101.54,POS,CUST005052,45,4647,East,low,2,5,68.56,32.98,1,0.291,mobile,0,0,1,0,0,0.3833
TXN0004950,24/03/2024 21:42,21,Sunday,57.15,POS,CUST004721,29,1969,South,medium,3,4,141.16,-84.01,0,0.49,mobile,0,0,0,0,0,0
TXN0004951,04/06/2024 18:56,18,Tuesday,185.29,online,CUST005221,35,2219,East,high,1,8,40.71,144.58,0,0.266,mobile,1,0,0,0,0,0.1895
TXN0004952,11/01/2024 17:06,17,Thursday,151.21,POS,CUST000779,29,3962,South,medium,1,6,152.76,-1.55,0,0.167,mobile,0,0,0,0,0,0.044
TXN0004953,07/01/2024 17:54,17,Sunday,45.32,online,CUST004572,28,4675,East,medium,4,2,92.56,-47.24,0,0.553,unknown,0,0,0,0,0,0.1707
TXN0004954,08/05/2024 4:35,4,Wednesday,15.93,transfer,CUST003926,45,1531,East,medium,1,5,,-46.39,0,0.104,mobile,1,0,1,0,0,0.276
TXN0004955,28/01/2024 16:32,16,Sunday,37.39,transfer,CUST001087,27,3440,East,medium,1,4,36.87,0.52,0,0.24,mobile,1,1,0,0,0,0.3021
TXN0004956,10/04/2024 1:49,1,Wednesday,23.29,transfer,CUST003891,47,4975,West,low,0,6,21.87,1.42,0,0.273,mobile,0,0,1,0,0,0.1824
TXN0004957,08/02/2024 17:29,17,Thursday,396.82,POS,CUST000816,69,4913,Central,medium,0,5,118.72,278.1,0,0.603,desktop,0,0,0,0,0,0
TXN0004958,30/05/2024 10:02,10,Thursday,218.48,transfer,CUST001300,,738,West,medium,2,5,207.06,11.42,0,0.398,mobile,0,0,0,0,0,0.0306
TXN0004959,18/02/2024 6:18,6,Sunday,112.12,online,CUST004065,23,1834,North,low,0,5,146.19,-34.07,0,0.323,mobile,0,1,0,0,0,0.0953
TXN0004960,14/01/2024 15:04,15,Sunday,72.45,online,CUST004180,28,2193,Central,medium,2,6,126.62,-54.17,0,0.363,mobile,1,0,0,0,0,0.1387
TXN0004961,12/06/2024 20:49,20,Wednesday,255.11,POS,CUST001598,41,1630,West,medium,4,3,114,141.11,0,0.374,unknown,0,0,0,0,0,0.1812
TXN0004962,03/05/2024 21:10,21,Friday,158.93,POS,CUST004451,26,740,East,medium,0,5,62.73,96.2,0,0.14,desktop,0,0,0,0,0,0
